('空调', '出风口', '1026364120', '3')
('蓝牙', '效果', '588340767', '3')
('效果', '差', '588340767', '3')
('蓝牙', '电话', '588340767', '3')
('电话', '故障', '588340767', '3')
('座椅', '卡扣', '1414862835', '2')
('安全带', '卡扣', '1414862835', '2')
('座椅', '靠背', '539046513', '4')
('靠背', '调节异', '539046513', '4')
('调节异', '响', '539046513', '4')
('靠背', '异响', '539046513', '2')
('座椅', '故障', '539046513', '2')
('转向灯', '灯罩', '1886050143', '2')
('转向灯', '塑料', '1886050143', '3')
('塑料', '壳', '1886050143', '3')
('转向灯', '壳子', '1886050143', '2')
('12V', '车载', '847858168', '3')
('车载', '电源', '847858168', '3')
('12V', '车用', '847858168', '3')
('车用', '电池', '847858168', '3')
('12V', '电源', '847858168', '2')
('车用', '电源', '847858168', '3')
('第三排', '空调', '368784385', '4')
('空调', '漏', '368784385', '4')
('漏', '氟', '368784385', '4')
('空调', '故障', '368784385', '2')
('方向盘', '驾驶', '2099854141', '4')
('驾驶', '模式', '2099854141', '4')
('模式', '按键', '2099854141', '4')
('模式', '按钮', '2099854141', '4')
('安全带', '异响', '-833800088', '2')
('副驾驶', '安全带', '-833800088', '3')
('安全带', '异响', '-833800088', '3')
('座椅', '故障', '-833800088', '2')
('驾驶', '模式', '171560615', '3')
('模式', '异响', '171560615', '3')
('驾驶', '辅助', '171560615', '3')
('辅助', '故障', '171560615', '3')
('自动', '启停', '75606354', '3')
('启停', '按键', '75606354', '3')
('发动机', '启停', '75606354', '3')
('启停', '按钮', '75606354', '3')
('自动', '启停', '75606354', '4')
('启停', '物理', '75606354', '4')
('物理', '按键', '75606354', '4')
('启停', '按键', '75606354', '2')
('启停', '实体', '75606354', '3')
('实体', '按键', '75606354', '3')
('驾驶', '辅助', '75606354', '2')
('门', '灯不亮', '762440436', '2')
('门灯', '损坏', '762440436', '2')
('车灯', '故障', '762440436', '2')
('示廓', '灯不亮', '-703840853', '2')
('示宽', '灯不亮', '-703840853', '2')
('示位', '灯', '-703840853', '3')
('灯', '损坏', '-703840853', '3')
('示位', '灯不亮', '-703840853', '2')
('示廓', '灯', '-703840853', '3')
('车灯', '故障', '-703840853', '2')
('中控台', '异响', '-591580527', '2')
('中控', '嘎吱', '-591580527', '3')
('嘎吱', '声', '-591580527', '3')
('中控', '吱吱', '-591580527', '4')
('吱吱', '的', '-591580527', '4')
('的', '声音', '-591580527', '4')
('中控', '显示屏', '-591580527', '3')
('显示屏', '异响', '-591580527', '3')
('中控', '电流', '-591580527', '3')
('电流', '声音', '-591580527', '3')
('中控', '咔', '-591580527', '4')
('咔', '咔', '-591580527', '4')
('咔', '声音', '-591580527', '4')
('电流', '声', '-591580527', '3')
('中控台', '水流', '-591580527', '3')
('水流', '声音', '-591580527', '3')
('中控', '设备', '-591580527', '3')
('设备', '异响', '-591580527', '3')
('中控', '咕噜咕噜', '-591580527', '4')
('咕噜咕噜', '的', '-591580527', '4')
('中控台', '哒', '-591580527', '4')
('哒', '哒', '-591580527', '4')
('哒', '响', '-591580527', '4')
('中控', '咔', '-591580527', '5')
('咔', '咔', '-591580527', '5')
('咔', '的', '-591580527', '5')
('的', '声音', '-591580527', '5')
('中', '控屏', '-591580527', '3')
('控屏', '故障', '-591580527', '3')
('后排', '空调', '1988863517', '4')
('空调', '漏', '1988863517', '4')
('漏', '氟', '1988863517', '4')
('空调', '故障', '1988863517', '2')
('右前', '示廓', '-133815955', '3')
('示廓', '灯', '-133815955', '3')
('左', '大灯', '-1444023068', '3')
('大灯', '抖动', '-1444023068', '3')
('车灯', '故障', '-1444023068', '2')
('主', '驾驶', '919229919', '4')
('驾驶', '座椅', '919229919', '4')
('座椅', '按摩', '919229919', '4')
('座椅', '功能', '919229919', '2')
('主', '驾驶', '1212921031', '6')
('驾驶', '空调', '1212921031', '6')
('空调', '出风口', '1212921031', '6')
('出风口', '不', '1212921031', '6')
('不', '制冷', '1212921031', '6')
('主', '驾驶', '1212921031', '5')
('驾驶', '出风口', '1212921031', '5')
('出风口', '制冷', '1212921031', '5')
('制冷', '失效', '1212921031', '5')
('出风口', '制冷', '1212921031', '6')
('制冷', '失效', '1212921031', '6')
('出风口', '不', '1212921031', '5')
('不', '制冷', '1212921031', '5')
('空调', '故障', '1212921031', '2')
('天', '窗纱', '-1849916125', '3')
('窗纱', '网', '-1849916125', '3')
('副驾驶', '空调', '-1375486456', '3')
('空调', '制冷', '-1375486456', '3')
('空调', '功能', '-1375486456', '2')
('倒车', '影像', '2114907783', '3')
('影像', '进水', '2114907783', '3')
('驾驶', '辅助', '2114907783', '3')
('辅助', '故障', '2114907783', '3')
('故障', '条件', '-193434664', '2')
('倒车', '影像', '1948831367', '4')
('影像', '摄像头', '1948831367', '4')
('摄像头', '灯常亮', '1948831367', '4')
('驾驶', '辅助', '1948831367', '3')
('辅助', '故障', '1948831367', '3')
('转向', '助力', '629264866', '3')
('助力', '漏油', '629264866', '3')
('转向', '机', '629264866', '3')
('机', '漏油', '629264866', '3')
('蓄电池', '接线柱', '-563566635', '2')
('脚部', '空调', '-1821189245', '3')
('空调', '失效', '-1821189245', '3')
('空调', '故障', '-1821189245', '2')
('中', '控屏', '-1651943502', '4')
('控屏', '高度', '-1651943502', '4')
('高度', '调节', '-1651943502', '4')
('中', '控屏', '-1651943502', '3')
('控屏', '功能', '-1651943502', '3')
('中控', '屏膜', '-1522033106', '2')
('中', '控屏', '-1522033106', '2')
('SACC', '系统', '1529454058', '6')
('系统', '转向', '1529454058', '6')
('转向', '辅助', '1529454058', '6')
('辅助', '待机', '1529454058', '6')
('待机', '指示灯', '1529454058', '6')
('sacc', '系统', '1529454058', '6')
('待机', '灯', '1529454058', '6')
('灰色', '方向盘', '1529454058', '3')
('方向盘', '指示灯', '1529454058', '3')
('示廓', '灯常亮', '-822703025', '2')
('车灯', '故障', '-822703025', '2')
('主', '驾驶', '240420902', '4')
('驾驶', '座椅', '240420902', '4')
('座椅', '不正', '240420902', '4')
('主', '驾驶', '240420902', '5')
('驾驶', '座椅', '240420902', '5')
('座椅', '方向', '240420902', '5')
('方向', '不正', '240420902', '5')
('座椅', '故障', '240420902', '2')
('蓝牙', '电话卡', '-1502793411', '3')
('电话卡', '住', '-1502793411', '3')
('蓝牙', '电话', '-1502793411', '3')
('电话', '故障', '-1502793411', '3')
('后视镜', '镜片', '-337751825', '3')
('镜片', '闪烁', '-337751825', '3')
('外', '后视镜', '-337751825', '4')
('后视镜', '片', '-337751825', '4')
('片', '反光', '-337751825', '4')
('后视镜', '故障', '-337751825', '2')
('泊车', '辅助', '526257224', '4')
('辅助', '画面', '526257224', '4')
('画面', '模糊', '526257224', '4')
('驾驶', '辅助', '526257224', '3')
('辅助', '故障', '526257224', '3')
('脚部', '氛围', '-1679899606', '3')
('氛围', '灯', '-1679899606', '3')
('脚部', '灯', '-1679899606', '2')
('FM', '收音机', '-1259988983', '2')
('收音机', '功能', '-1259988983', '2')
('倒车灯', '闪烁', '1934032497', '2')
('车灯', '故障', '1934032497', '2')
('轮胎', '花纹', '943456860', '2')
('后排', '空调', '-190602301', '6')
('空调', '出风口', '-190602301', '6')
('出风口', '吹风', '-190602301', '6')
('吹风', '不', '-190602301', '6')
('不', '稳定', '-190602301', '6')
('后排', '出风口', '-190602301', '5')
('出风口', '吹风', '-190602301', '5')
('吹风', '不', '-190602301', '5')
('不', '稳定', '-190602301', '5')
('空调', '故障', '-190602301', '2')
('天窗', '无法', '-2126991285', '3')
('无法', '关闭', '-2126991285', '3')
('天窗', '关', '-2126991285', '3')
('关', '不严', '-2126991285', '3')
('车窗', '天窗', '-2126991285', '3')
('天窗', '故障', '-2126991285', '3')
('中控', '空调', '515477902', '5')
('空调', '出风口', '515477902', '5')
('出风口', '出风', '515477902', '5')
('出风', '小', '515477902', '5')
('空调', '故障', '515477902', '2')
('真皮', '座椅', '-1701034322', '3')
('座椅', '发霉', '-1701034322', '3')
('座椅', '故障', '-1701034322', '2')
('自定义', '模式', '1548895163', '2')
('个性化', '模式', '1548895163', '2')
('驾驶', '模式', '1548895163', '2')
('蓄电池', '指示', '-1091231914', '3')
('指示', '灯不亮', '-1091231914', '3')
('蓄电池', '故障', '-1091231914', '2')
('主', '驾驶', '-30525694', '5')
('驾驶', '座椅', '-30525694', '5')
('座椅', '前后', '-30525694', '5')
('前后', '调节', '-30525694', '5')
('座椅', '功能', '-30525694', '2')
('左', '前', '-2014259464', '4')
('前', '轮胎', '-2014259464', '4')
('轮胎', '异响', '-2014259464', '4')
('轮胎', '故障', '-2014259464', '2')
('空调', '风扇', '2046751208', '2')
('空调', '散热', '2046751208', '3')
('散热', '风扇', '2046751208', '3')
('蓝牙', '电话', '-1638434852', '4')
('电话', '拨打', '-1638434852', '4')
('拨打', '按键', '-1638434852', '4')
('蓝牙', '电话', '-1638434852', '3')
('电话', '零部件', '-1638434852', '3')
('主', '驾驶', '1435423299', '4')
('驾驶', '座椅', '1435423299', '4')
('座椅', '头枕', '1435423299', '4')
('主', '驾驶', '1435423299', '3')
('驾驶', '头枕', '1435423299', '3')
('左', '大灯', '-1187815293', '3')
('大灯', '磨损', '-1187815293', '3')
('车灯', '故障', '-1187815293', '2')
('音乐', '无声', '-1015132348', '2')
('音乐', '故障', '-1015132348', '2')
('内饰', '磨损', '-887806245', '2')
('内饰', '损耗', '-887806245', '2')
('蓝牙', '音乐', '-1941120695', '5')
('音乐', '上', '-1941120695', '5')
('上', '一曲', '-1941120695', '5')
('一曲', '按键', '-1941120695', '5')
('蓝牙', '电话', '-1941120695', '3')
('电话', '零部件', '-1941120695', '3')
('喷水', '器', '-1904483761', '2')
('雨刷', '喷水', '-1904483761', '3')
('喷水', '器', '-1904483761', '3')
('喷', '水壶', '-1904483761', '2')
('雨刮器', '喷水', '-1904483761', '2')
('雨', '刮', '-1904483761', '4')
('刮', '喷水', '-1904483761', '4')
('喷水', '器', '-1904483761', '4')
('雨', '刮', '-1904483761', '3')
('刮', '喷嘴', '-1904483761', '3')
('喷水', '头', '-1904483761', '4')
('雨刷', '喷水', '-1904483761', '2')
('喷水', '头', '-1904483761', '3')
('电话', '按钮', '-2090657003', '3')
('按钮', '失效', '-2090657003', '3')
('蓝牙', '电话', '-2090657003', '3')
('电话', '故障', '-2090657003', '3')
('右', '近光灯', '-1476764299', '2')
('尾灯', '进', '-910157540', '3')
('进', '异物', '-910157540', '3')
('车灯', '故障', '-910157540', '2')
('右', '近光灯', '-1309727471', '3')
('近光灯', '灯泡', '-1309727471', '3')
('右', '尾灯', '209313332', '2')
('方向盘', '高度', '1156895661', '3')
('高度', '调节', '1156895661', '3')
('方向盘', '功能', '1156895661', '2')
('自动', '驻车', '203616765', '3')
('驻车', '灯不亮', '203616765', '3')
('驾驶', '辅助', '203616765', '3')
('辅助', '故障', '203616765', '3')
('AC', '键', '1393870698', '2')
('AC', '按钮', '1393870698', '2')
('空调', 'AC', '1393870698', '3')
('AC', '按钮', '1393870698', '3')
('中', '控屏', '1046178271', '4')
('控屏', '无法', '1046178271', '4')
('无法', '关闭', '1046178271', '4')
('中', '控屏', '1046178271', '3')
('控屏', '故障', '1046178271', '3')
('第三排', '空调', '1197909736', '5')
('空调', '不', '1197909736', '5')
('不', '显示', '1197909736', '5')
('显示', '温度', '1197909736', '5')
('空调', '故障', '1197909736', '2')
('副驾驶', '空调', '-1830045750', '3')
('空调', '结冰', '-1830045750', '3')
('空调', '故障', '-1830045750', '2')
('脚部', '空调', '-586962416', '4')
('空调', '漏', '-586962416', '4')
('漏', '氟', '-586962416', '4')
('空调', '故障', '-586962416', '2')
('氙气灯', '失效', '-305008051', '2')
('车灯', '故障', '-305008051', '2')
('副驾驶', '座椅', '-279612022', '3')
('座椅', '不正', '-279612022', '3')
('副驾驶', '座椅', '-279612022', '4')
('座椅', '方向', '-279612022', '4')
('方向', '不正', '-279612022', '4')
('座椅', '故障', '-279612022', '2')
('雷达', '失灵', '-1101503373', '2')
('雷达', '无法', '-1101503373', '3')
('无法', '使用', '-1101503373', '3')
('雷达', '不灵', '-1101503373', '2')
('雷达', '无效', '-1101503373', '2')
('驾驶', '辅助', '-1101503373', '3')
('辅助', '故障', '-1101503373', '3')
('阅读', '灯异响', '428728760', '2')
('车灯', '故障', '428728760', '2')
('中', '控亮', '630967760', '3')
('控亮', '起', '630967760', '3')
('中', '控屏', '630967760', '3')
('控屏', '故障', '630967760', '3')
('左尾', '灯不亮', '1303860044', '2')
('车灯', '故障', '1303860044', '2')
('中', '控屏', '689174157', '3')
('控屏', '模糊', '689174157', '3')
('控屏', '故障', '689174157', '3')
('底盘', '生锈', '469023112', '2')
('底盘', '有锈', '469023112', '2')
('底盘', '上锈', '469023112', '2')
('底盘', '故障', '469023112', '2')
('副驾驶', '座椅', '-7669712', '3')
('座椅', '发霉', '-7669712', '3')
('座椅', '故障', '-7669712', '2')
('第三排', '空调', '1969785724', '6')
('空调', '出风口', '1969785724', '6')
('出风口', '吹风', '1969785724', '6')
('吹风', '不', '1969785724', '6')
('不', '稳定', '1969785724', '6')
('第三排', '出风口', '1969785724', '5')
('出风口', '吹风', '1969785724', '5')
('吹风', '不', '1969785724', '5')
('不', '稳定', '1969785724', '5')
('空调', '故障', '1969785724', '2')
('危险', '报警', '1890841466', '4')
('报警', '灯', '1890841466', '4')
('灯', '失效', '1890841466', '4')
('车灯', '故障', '1890841466', '2')
('方向盘', '拨片', '-253892139', '2')
('蓄电池', '电解液', '1692446117', '2')
('保养', '物料', '1692446117', '2')
('空调', '压缩机', '-989363078', '4')
('压缩机', '无法', '-989363078', '4')
('无法', '启动', '-989363078', '4')
('压缩机', '没', '-989363078', '4')
('没', '反应', '-989363078', '4')
('没', '作用', '-989363078', '4')
('压缩机', '不', '-989363078', '4')
('不', '启动', '-989363078', '4')
('不', '工作', '-989363078', '4')
('不', '运转', '-989363078', '4')
('空调', '故障', '-989363078', '2')
('电子', '雨', '186584190', '6')
('雨', '刮', '186584190', '6')
('刮', '系统故障', '186584190', '6')
('系统故障', '报警', '186584190', '6')
('报警', '灯', '186584190', '6')
('电子', '雨', '186584190', '5')
('雨', '刮', '186584190', '5')
('刮', '系统故障', '186584190', '5')
('系统故障', '警示灯', '186584190', '5')
('刮', '故障', '186584190', '5')
('故障', '灯', '186584190', '5')
('扇形', '里', '186584190', '8')
('里', '有', '186584190', '8')
('有', '感叹号', '186584190', '8')
('感叹号', '的', '186584190', '8')
('的', '黄色', '186584190', '8')
('黄色', '报警', '186584190', '8')
('报警', '灯', '186584190', '8')
('系统故障', '警告', '186584190', '6')
('警告', '灯', '186584190', '6')
('雨', '刮', '186584190', '4')
('刮', '故障', '186584190', '4')
('故障', '灯', '186584190', '4')
('系统故障', '灯', '186584190', '5')
('刮', '报警', '186584190', '4')
('报警', '灯', '186584190', '4')
('系统故障', '报警', '186584190', '5')
('报警', '灯', '186584190', '5')
('雨', '刮', '186584190', '3')
('刮', '灯', '186584190', '3')
('感叹号', '在', '186584190', '8')
('在', '扇形', '186584190', '8')
('里', '还有', '186584190', '8')
('还有', '指针', '186584190', '8')
('指针', '报警', '186584190', '8')
('故障', '报警', '186584190', '5')
('故障', '灯', '186584190', '2')
('导航', '按钮', '-1465286531', '3')
('按钮', '失效', '-1465286531', '3')
('导航', '故障', '-1465286531', '2')
('方向盘', '返回', '-299530119', '4')
('返回', '按键', '-299530119', '4')
('按键', '失效', '-299530119', '4')
('返回', '按钮', '-299530119', '4')
('按钮', '失效', '-299530119', '4')
('方向盘', '故障', '-299530119', '2')
('前排', '空调', '1356139231', '4')
('空调', '有', '1356139231', '4')
('有', '雾气', '1356139231', '4')
('空调', '故障', '1356139231', '2')
('氙气灯', '不亮', '1881811827', '2')
('车灯', '故障', '1881811827', '2')
('座椅', '记忆', '719509820', '3')
('记忆', '失效', '719509820', '3')
('座椅', '故障', '719509820', '2')
('ACC', '自', '-110165582', '7')
('自', '适应', '-110165582', '7')
('适应', '巡航', '-110165582', '7')
('巡航', '故障', '-110165582', '7')
('故障', '报警', '-110165582', '7')
('报警', '灯', '-110165582', '7')
('数值', '表', '-110165582', '13')
('表', '和', '-110165582', '13')
('和', '感叹号', '-110165582', '13')
('感叹号', '的', '-110165582', '13')
('的', '的', '-110165582', '13')
('的', '左上方', '-110165582', '13')
('左上方', '有车', '-110165582', '13')
('有车', '的', '-110165582', '13')
('的', '黄色', '-110165582', '13')
('黄色', '图标', '-110165582', '13')
('图标', '报警', '-110165582', '13')
('报警', '灯', '-110165582', '13')
('acc', '自', '-110165582', '6')
('自', '适应', '-110165582', '6')
('适应', '巡航', '-110165582', '6')
('巡航', '故障', '-110165582', '6')
('故障', '警示灯', '-110165582', '6')
('故障', '灯', '-110165582', '6')
('ACC', '自', '-110165582', '6')
('巡航', '报警', '-110165582', '6')
('报警', '灯', '-110165582', '6')
('acc', '自', '-110165582', '7')
('故障', '警告', '-110165582', '7')
('警告', '灯', '-110165582', '7')
('车辆', '右下角', '-110165582', '12')
('右下角', '有', '-110165582', '12')
('有', '数值', '-110165582', '12')
('数值', '表', '-110165582', '12')
('表', '和', '-110165582', '12')
('和', '感叹号', '-110165582', '12')
('感叹号', '的', '-110165582', '12')
('的', '黄色', '-110165582', '12')
('黄色', '图标', '-110165582', '12')
('图标', '报警', '-110165582', '12')
('报警', '灯', '-110165582', '12')
('故障', '灯', '-110165582', '2')
('转向灯', '灯泡', '41031441', '2')
('空调', '远程', '-498504387', '4')
('远程', '启动', '-498504387', '4')
('启动', '失效', '-498504387', '4')
('空调', '故障', '-498504387', '2')
('真皮', '座椅', '172795412', '3')
('座椅', '套', '172795412', '3')
('皮质', '座椅', '172795412', '3')
('皮革', '座椅', '172795412', '3')
('皮', '座椅', '172795412', '3')
('车门', '灯', '-2033694803', '2')
('方向盘', '音量', '-1668468379', '3')
('音量', '按键', '-1668468379', '3')
('语音', '控制', '2073773910', '4')
('控制', '车窗', '2073773910', '4')
('车窗', '失效', '2073773910', '4')
('车窗', '语音', '2073773910', '6')
('语音', '错误', '2073773910', '6')
('错误', '提示', '2073773910', '6')
('提示', '车窗', '2073773910', '6')
('车窗', '未关', '2073773910', '6')
('语音', '控制系统', '2073773910', '3')
('控制系统', '故障', '2073773910', '3')
('半自动', '泊车', '111077715', '2')
('半自动', '泊车', '111077715', '3')
('泊车', '辅助', '111077715', '3')
('自动', '泊车', '111077715', '2')
('定速巡航', '按键', '-568948273', '3')
('按键', '不正', '-568948273', '3')
('驾驶', '辅助', '-568948273', '3')
('辅助', '故障', '-568948273', '3')
('左', '前', '96484600', '4')
('前', '轮胎', '96484600', '4')
('轮胎', '鼓包', '96484600', '4')
('轮胎', '故障', '96484600', '2')
('空调', 'AC', '-26488997', '3')
('AC', '灯常亮', '-26488997', '3')
('空调', 'AC', '-26488997', '5')
('AC', '灯', '-26488997', '5')
('灯', '总是', '-26488997', '5')
('总是', '亮', '-26488997', '5')
('灯', '不', '-26488997', '5')
('不', '熄灭', '-26488997', '5')
('ac', '灯常亮', '-26488997', '2')
('空调', '故障', '-26488997', '2')
('空调', '风扇', '-843951980', '3')
('风扇', '异响', '-843951980', '3')
('空调', '风扇', '-843951980', '4')
('风扇', '声音', '-843951980', '4')
('声音', '很大', '-843951980', '4')
('风扇', '响', '-843951980', '3')
('空调', '故障', '-843951980', '2')
('减震', '设备', '697203881', '2')
('空气', '避震', '697203881', '2')
('收音机', '信号', '530364077', '3')
('信号', '差', '530364077', '3')
('车载', '收音机', '530364077', '4')
('收音机', '信号', '530364077', '4')
('信号', '差', '530364077', '4')
('收音机', '故障', '530364077', '2')
('DSM', '系统', '1356943982', '6')
('系统', '轻微', '1356943982', '6')
('轻微', '异常', '1356943982', '6')
('异常', '报警', '1356943982', '6')
('报警', '指示灯', '1356943982', '6')
('报警', '灯', '1356943982', '6')
('倒车灯', '失效', '-1956339549', '2')
('车灯', '故障', '-1956339549', '2')
('收音机', '死机', '-1617887120', '2')
('收音机', '故障', '-1617887120', '2')
('后视镜', '外壳', '-1249172783', '3')
('外壳', '磨损', '-1249172783', '3')
('后视镜', '外壳', '-1249172783', '4')
('外壳', '掉', '-1249172783', '4')
('掉', '漆', '-1249172783', '4')
('后视镜', '故障', '-1249172783', '2')
('右', '后视镜', '679833821', '3')
('后视镜', '磨损', '679833821', '3')
('后视镜', '破碎', '679833821', '3')
('后视镜', '破裂', '679833821', '3')
('后视镜', '故障', '679833821', '2')
('发动机', '烧', '1472434557', '3')
('烧', '机油', '1472434557', '3')
('机油', '消耗', '1472434557', '3')
('消耗', '过多', '1472434557', '3')
('烧', '机油', '1472434557', '2')
('动力', '总成', '1472434557', '3')
('总成', '故障', '1472434557', '3')
('悬架', '噪音', '-502949850', '3')
('噪音', '大', '-502949850', '3')
('悬挂', '噪音', '-502949850', '2')
('底盘', '故障', '-502949850', '2')
('空调', 'ECO', '-687942376', '3')
('ECO', '失效', '-687942376', '3')
('eco', '失效', '-687942376', '2')
('空调', '故障', '-687942376', '2')
('后轮', '爆胎', '470880993', '2')
('后排', '轮胎', '470880993', '3')
('轮胎', '爆胎', '470880993', '3')
('后面', '轮胎', '470880993', '3')
('轮胎', '故障', '470880993', '2')
('后排', '空调', '-1967340263', '3')
('空调', '面板', '-1967340263', '3')
('危险', '报警', '-1269464224', '4')
('报警', '灯亮', '-1269464224', '4')
('灯亮', '起', '-1269464224', '4')
('车灯', '故障', '-1269464224', '2')
('方向盘', '前后', '-744798793', '3')
('前后', '调节', '-744798793', '3')
('方向盘', '功能', '-744798793', '2')
('左', '尾灯', '2120424161', '2')
('空调', '面板', '921176038', '3')
('面板', '黑屏', '921176038', '3')
('空调', '故障', '921176038', '2')
('方向盘', '套', '1393688058', '2')
('方向盘', '皮', '1393688058', '2')
('中', '控屏', '-2142110540', '3')
('控屏', '壁纸', '-2142110540', '3')
('控屏', '主题', '-2142110540', '3')
('中', '控屏', '-2142110540', '2')
('音乐', '异响', '749717232', '2')
('放', '音乐', '749717232', '5')
('音乐', '有', '749717232', '5')
('有', '电流', '749717232', '5')
('电流', '声', '749717232', '5')
('音乐', '故障', '749717232', '2')
('空调', 'auto', '-293614758', '4')
('auto', '按钮', '-293614758', '4')
('按钮', '失效', '-293614758', '4')
('空调', '故障', '-293614758', '2')
('方向盘', '电话', '1083878908', '4')
('电话', '按键', '1083878908', '4')
('按键', '失效', '1083878908', '4')
('电话', '按钮', '1083878908', '4')
('按钮', '失效', '1083878908', '4')
('方向盘', '电话', '1083878908', '5')
('电话', '按键', '1083878908', '5')
('按键', '无', '1083878908', '5')
('无', '响应', '1083878908', '5')
('方向盘', '故障', '1083878908', '2')
('钥匙', '电量', '1940914024', '6')
('电量', '不足', '1940914024', '6')
('不足', '报警', '1940914024', '6')
('报警', '灯', '1940914024', '6')
('灯', '闪烁', '1940914024', '6')
('车', '内', '1940914024', '5')
('内', '钥匙', '1940914024', '5')
('钥匙', '指示灯', '1940914024', '5')
('指示灯', '闪烁', '1940914024', '5')
('钥匙', '故障', '1940914024', '2')
('语音', '控制', '-1404645863', '4')
('控制', '唤醒', '-1404645863', '4')
('唤醒', '失效', '-1404645863', '4')
('语音', '唤醒', '-1404645863', '3')
('唤醒', '失效', '-1404645863', '3')
('语音', '控制系统', '-1404645863', '2')
('制动', '灯不亮', '1670972702', '2')
('制动', '灯', '1670972702', '3')
('灯', '损坏', '1670972702', '3')
('车灯', '故障', '1670972702', '2')
('保养', '里程', '-82779217', '2')
('保养', '里程表', '-82779217', '2')
('保养', '事项', '-82779217', '2')
('蓝牙', '音乐', '-1551077124', '5')
('音乐', '音量', '-1551077124', '5')
('音量', '调节', '-1551077124', '5')
('调节', '按键', '-1551077124', '5')
('蓝牙', '电话', '-1551077124', '3')
('电话', '零部件', '-1551077124', '3')
('远光灯', '按键', '1764296938', '3')
('按键', '异响', '1764296938', '3')
('远光灯', '按钮', '1764296938', '3')
('按钮', '异响', '1764296938', '3')
('车灯', '故障', '1764296938', '2')
('收音机', '天线', '-502917293', '3')
('天线', '失效', '-502917293', '3')
('天线', '失效', '-502917293', '2')
('收音机', '故障', '-502917293', '2')
('自动', '头灯', '754348475', '2')
('灯光', '自动控制', '754348475', '2')
('自动', '大灯', '754348475', '2')
('大灯', '自动', '754348475', '3')
('自动', '感应', '754348475', '3')
('自动', '灯', '754348475', '2')
('自动', '点亮', '754348475', '3')
('自动', '打开', '754348475', '3')
('大灯', '自动', '754348475', '4')
('自动', '感应', '754348475', '4')
('感应', '功能', '754348475', '4')
('车灯', '功能', '754348475', '2')
('车窗', '无法', '-969352463', '3')
('无法', '打开', '-969352463', '3')
('后窗', '无法', '-969352463', '3')
('无法', '下降', '-969352463', '3')
('后排', '车窗', '-969352463', '4')
('车窗', '无法', '-969352463', '4')
('无法', '下降', '-969352463', '4')
('无法', '启动', '-969352463', '4')
('副驾驶', '车窗', '-969352463', '5')
('车窗', '能升', '-969352463', '5')
('能升', '不能', '-969352463', '5')
('不能', '降', '-969352463', '5')
('车窗', '天窗', '-969352463', '3')
('天窗', '故障', '-969352463', '3')
('转向灯', '有', '1469910009', '3')
('有', '雾气', '1469910009', '3')
('车灯', '故障', '1469910009', '2')
('第二排', '座椅', '1621436445', '3')
('座椅', '磨损', '1621436445', '3')
('座椅', '故障', '1621436445', '2')
('故障', '条件', '-52140778', '2')
('第三排', '空调', '138654587', '4')
('空调', '出风口', '138654587', '4')
('出风口', '翘起', '138654587', '4')
('空调', '故障', '138654587', '2')
('方向盘', '喇叭', '1648746909', '2')
('车', '喇叭', '1648746909', '2')
('鸣笛', '装置', '1648746909', '2')
('汽车', '喇叭', '1648746909', '2')
('鸣笛', '按钮', '1648746909', '2')
('转向灯', '报警', '-512434017', '2')
('右', '转向灯', '-512434017', '3')
('转向灯', '报警', '-512434017', '3')
('车灯', '故障', '-512434017', '2')
('中控', '屏亮', '1395909512', '3')
('屏亮', '起', '1395909512', '3')
('中', '控屏', '1395909512', '3')
('控屏', '故障', '1395909512', '3')
('第二排', '座椅', '-1375110654', '3')
('座椅', '头枕', '-1375110654', '3')
('第二排', '头枕', '-1375110654', '2')
('空调', '制冷', '-557896490', '4')
('制冷', '效果', '-557896490', '4')
('效果', '差', '-557896490', '4')
('制冷', '效果', '-557896490', '3')
('效果', '差', '-557896490', '3')
('效果', '不好', '-557896490', '4')
('空调', '不怎么', '-557896490', '3')
('不怎么', '凉', '-557896490', '3')
('空调', '制冷', '-557896490', '3')
('制冷', '慢', '-557896490', '3')
('制冷', '差', '-557896490', '3')
('空调', '不够', '-557896490', '3')
('不够', '凉', '-557896490', '3')
('不够', '冷', '-557896490', '3')
('制冷', '不给力', '-557896490', '3')
('效果', '慢', '-557896490', '4')
('空调', '故障', '-557896490', '2')
('保养', '手册', '1481357714', '2')
('保养', '事项', '1481357714', '2')
('中控锁', '无法', '2025733668', '3')
('无法', '启动', '2025733668', '3')
('中控锁', '打不开', '2025733668', '3')
('打不开', '了', '2025733668', '3')
('中', '控屏', '2025733668', '3')
('控屏', '故障', '2025733668', '3')
('头枕', '失效', '-758544380', '2')
('座椅', '故障', '-758544380', '2')
('后排', '座椅', '197616116', '3')
('座椅', '加热', '197616116', '3')
('座椅', '制热', '197616116', '3')
('座椅', '功能', '197616116', '2')
('转向灯', '异响', '-1357835938', '2')
('车灯', '故障', '-1357835938', '2')
('蓝牙', '异响', '199016628', '2')
('蓝牙', '电话', '199016628', '3')
('电话', '故障', '199016628', '3')
('前排', '座椅', '621592005', '3')
('座椅', '松动', '621592005', '3')
('座椅', '故障', '621592005', '2')
('EPS', '系统', '-2104103134', '6')
('系统', '严重', '-2104103134', '6')
('严重', '故障', '-2104103134', '6')
('故障', '报警', '-2104103134', '6')
('报警', '灯', '-2104103134', '6')
('红色', '方向盘', '-2104103134', '6')
('方向盘', '右边', '-2104103134', '6')
